audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-00096,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00096,beeswax bread bag reusable sourdough bread pastries baker gift for her him mother's day birthday black friday christmas,beeswax bread bag reusable sourdough bread pastries baker her him mother day,Beeswax Bread Bag Reusable Sourdough Bread Pastries Baker Gift For Her/Him Mother's Day Birthday Black Friday Christmas,6305.20.00.00,6305.20.00.00,63,single_label,1,2,201,1793,1905.90.10.50,"Pastries, cakes and similar sweet baked products; puddings",1905.90.10.50|1905.90.10.41|1905.90.10.70|1905.90.90.60|1905.40.00.00|1905.10.00.00|1905.20.00.00|1905.90.90.30|1905.31.00.29|1905.90.10.49,,,Of cotton (369),"Sacks and bags, of a kind used for the packing of goods: > Of cotton (369)",PENDING,,,
audit-cc-00120,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00120,"black wood imitation shelf, custom shelves, wall mounted shelf, book shelf, bedroom shelf, nursery shelf, floating shelf, invisible shelf",wood imitation shelf shelves mounted shelf book shelf bedroom shelf shelf floating,"Black Wood Imitation Shelf, Custom Shelves, Wall Mounted Shelf, Book Shelf, Bedroom Shelf, Nursery Shelf, Floating Shelf, Invisible Shelf",4421.99.60.00,4421.99.60.00,44,single_label,1,2,201,1556,9403.50.40.00,Bent-wood furniture,9403.50.40.00|9403.60.40.00|9403.20.00.75|4409.22.40.00|4421.91.30.00|4414.10.00.00|9403.40.90.60|9403.20.00.11|9403.30.80.05|9403.50.90.45,,,Other,Other articles of wood: > Other: > Other,PENDING,,,
audit-cc-00468,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00468,"druzy butterfly silicone mold resin butterfly mold for trinkets, jewelry and decorative crafts",druzy butterfly silicone mold resin butterfly mold trinkets jewelry crafts,"Druzy Butterfly Silicone Mold | Resin Butterfly Mold for Trinkets, Jewelry & Decorative Crafts",8480.79.90.90,8480.79.90.90,84,single_label,1,2,201,1711,8480.79.90.20,Bladder operated molds,8480.79.90.20|8480.79.90.10|8480.50.00.10|8480.60.00.10|8480.79.10.00|8480.49.00.10|8480.30.00.00|8480.20.00.00|8480.10.00.00|8480.71.40.00,,,Other molds,"Molding boxes for metal foundry; mold bases; molding patterns; molds for metal (other than ingot molds), metal carbides, glass, mineral materials, rubber or plastics: > Other types: > Other > Other molds",PENDING,,,
audit-cc-00634,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00634,"glass pill bottles, waterproof labels, amber or clear medicine jars, refillable, apothecary storage, essential oil container",glass pill bottles waterproof labels amber clear medicine jars refillable apothecary storage,"8 oz Glass Pill Bottles, Waterproof Labels, Amber or Clear Medicine Jars, Refillable, Apothecary Storage, Essential Oil Container",7010.90.30.30,7010.90.30.30,70,single_label,1,3,201,1855,7010.90.05.40,Of a capacity not exceeding 0.15 liter,7010.90.05.40|7010.90.05.30|7010.90.05.20|7010.90.05.10|7010.90.50.55|7010.90.50.35|7010.90.50.45|7010.90.50.25|7010.90.50.15|7010.90.50.05,,,Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass: > Other: > Other > Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter",PENDING,,,
audit-cc-00195,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00195,car rosary. protection gift . handmade. catholic. jerusalem olive wood. steering wheel rosary. godparent gift . protection on the highway,car rosary protection catholic jerusalem olive wood steering wheel rosary godparent protection,Car Rosary. Protection Gift . Handmade. Catholic. Jerusalem Olive Wood. Steering Wheel Rosary. Godparent Gift . Protection on the Highway.,4420.90.80.00,4420.90.80.00,44,single_label,1,2,201,2033,7117.90.20.00,Rosaries and chaplets,7117.90.20.00|8708.94.70.00|8708.94.50.00|8714.92.50.00|2924.29.43.00|3807.00.00.00|2710.20.05.10|2710.20.05.20|2710.20.10.50|7117.19.30.00,,,Other,"Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94: > Other: > Other",PENDING,,,
audit-cc-00688,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00688,hand stitched custom name felt garland with hand embroidered wildflowers,hand stitched name felt garland hand embroidered wildflowers,Hand stitched custom name felt garland with hand embroidered wildflowers.,5602.10.90.90,5602.10.90.90,56,single_label,1,2,201,1963,6304.99.10.00,Certified hand-loomed and folklore products,6304.99.10.00|6304.19.05.00|6304.19.15.00|5805.00.20.00|5805.00.10.00|5805.00.40.10|8516.33.00.00|8516.90.15.00|6308.00.00.10|6308.00.00.20,,,Other (223),"Felt, whether or not impregnated, coated, covered or laminated: > Needleloom felt and stitchbonded fiber fabrics: > Other > Other (223)",PENDING,,,
audit-cc-01333,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01333,"printed paper poster depicting racetrack design, designed and manufactured in canada. poster is the primary product . shipped inside a complimentary wood frame for protection and ease of display frame is incidental",printed paper poster depicting racetrack design designed manufactured poster is primary product,"Printed paper poster depicting racetrack design, designed and manufactured in Canada. Poster is the primary product . Shipped inside a complimentary wood frame for protection and ease of display; frame is incidental.",4911.91.40.20,4911.91.40.20,49,single_label,1,2,201,1639,4802.54.10.00,Writing paper,4802.54.10.00|4802.54.20.00|4802.54.50.00|4814.20.00.00|4802.40.00.00|4821.10.20.00|4811.10.11.00|4810.14.50.00|4810.13.50.00|4802.20.20.00,,,Posters,"Other printed matter, including printed pictures and photographs: > Pictures, designs and photographs: > Other > Posters",PENDING,,,
audit-cc-00936,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00936,lily of the valley candle spring candle floral scented soy candle elegant home fragrance gift for women spring home decor,lily valley candle spring candle floral scented soy candle elegant home fragrance,Lily of the Valley Candle - Spring Candle - Floral Scented Soy Candle - Elegant Home Fragrance Gift - Gift for Women - Spring Home Decor,7013.99.35.00,7013.99.35.00,70,single_label,1,2,201,1680,3406.00.00.00,"Candles, tapers and the like",3406.00.00.00|3303.00.10.00|3303.00.20.00|0601.10.85.00|0601.10.45.00|0603.15.00.00|3301.29.51.21|7318.21.00.30|7320.10.60.15|7320.10.90.15,,,Votive-candle holders,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018): > Other: > Votive-candle holders",PENDING,,,
audit-cc-00707,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00707,"handmade ceramic brush rest lighthouse seascape pottery art paint tube shaped brush holder, gift for watercolor artist",ceramic brush rest lighthouse seascape pottery paint tube shaped brush holder watercolor,"Handmade Ceramic Brush Rest: Lighthouse Seascape Pottery Art-Paint tube shaped Brush holder, Gift for Watercolor Artist",6914.90.80.00,6914.90.80.00,69,single_label,1,2,201,1666,8539.52.00.51,Straight linear tubes or U-shaped tubes,8539.52.00.51|8540.20.20.40|8540.40.10.10|8540.81.00.00|8540.89.00.20|8540.89.00.60|8540.99.40.00|8540.60.00.20|8540.20.20.80|8540.20.40.00,,,Other,Other ceramic articles: > Other: > Other,PENDING,,,
audit-cc-00651,115,high_noise|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00651,"gold initial disc necklace personalized satellite chain, minimalist jewelry",gold initial disc necklace satellite chain jewelry,"Gold Initial Disc Necklace: Personalized Satellite Chain, Minimalist Jewelry",7113.20.25.00,7113.20.25.00,71,single_label,1,2,201,2069,7113.19.50.91,"Articles of jewelry, of gold, other than rope, curb, cable, chain, necklaces, neck chains or clasps",7113.19.50.91|7113.20.10.00|7113.11.10.00|7315.12.00.60|9113.10.00.00|7113.19.10.00|7113.19.50.21|7117.90.10.00|7117.19.05.00|7115.90.30.00,,,Mixed link,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of base metal clad with precious metal: > Mixed link",PENDING,,,
audit-cc-01371,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01371,red heart super saver ombre yarn discountinued colour green apple,heart super saver ombre yarn discountinued colour apple,Red Heart Super Saver Ombre Yarn 10oz/283g 482yds discountinued colour - Green Apple,5509.31.00.00,5509.31.00.00,55,single_label,1,2,201,2077,5509.99.20.00,Single yarn (607),5509.99.20.00|5509.11.00.00|5509.22.00.90|5407.43.10.00|5407.53.10.00|5407.73.10.00|5407.93.15.00|5408.33.15.00|5516.13.00.00|5513.12.00.00,,,Single yarn (604),"Yarn (other than sewing thread) of synthetic staple fibers, not put up for retail sale: > Single yarn (604)",PENDING,,,
audit-cc-00605,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00605,girls dress polyester spandex girls tunic dress floral leopard floral leopard,girls dress polyester spandex girls tunic dress floral leopard floral leopard,Girls Dress 95% Polyester 5% Spandex Girls Tunic Dress - Floral Leopard - 5/6 / Floral Leopard,6104.63.20.16,6104.63.20.16,61,single_label,1,1,201,1602,6204.41.20.20,Girls' (436),6204.41.20.20|6204.42.30.60|6204.13.20.20|6104.53.20.20|6104.43.20.20|6104.44.20.20|6204.33.50.20|6204.31.10.20|6204.32.20.20|6104.59.10.60,,,Containing 5 percent or more by weight of elastomeric yarn or rubber thread (237),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted: > Of synthetic fibers: > Other > Containing 5 percent or more by weight of elastomeric yarn or rubber thread (237)",PENDING,,,
audit-cc-01348,115,moderate_noise|long_query|no_results|top10_miss|slow_search,cc-01348,"q snap extension kit options extension kit or extension kit q snap frame for embroidery, plastic snap, hand quilting frame",snap extension kit options extension kit extension kit snap frame embroidery plastic,"Q-Snap Extension Kit - Options: 20"" Extension Kit or 14"" Extension Kit/ Q Snap Frame for Embroidery, Plastic Snap, Hand Quilting Frame",5810.92.90.50,5810.92.90.50,58,single_label,1,1,201,1867,,,,,,On a ground fabric weighing less than 100 g/m² and of a width of more than 225 cm,"Embroidery in the piece, in strips or in motifs: > Of man-made fibers: > Other > On a ground fabric weighing less than 100 g/m² and of a width of more than 225 cm",PENDING,,,
audit-cc-01606,115,moderate_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01606,textile goalie equipment bag for transporting sports gear. add cvd and lacey do not apply,textile goalie equipment bag transporting sports gear add cvd lacey do not,Textile goalie equipment bag for transporting sports gear. ADD/CVD + Lacey do not apply.,4202.92.31.20,4202.92.31.20,42,single_label,1,1,201,1610,4202.99.20.00,Not lined with textile fabrics,4202.99.20.00|4202.92.91.00|4202.91.90.30|4202.91.10.00|4202.99.30.00|4202.92.94.00|4202.92.04.00|4202.22.40.10|4202.22.45.00|4202.22.15.00,,,Backpacks (670),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of man-made fibers > Backpacks (670)",PENDING,,,
audit-cc-00111,115,moderate_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-00111,black adire kaftan dress for women african maxi kaftan handmade boho loose fit boubou resort wear oversized african dress,adire kaftan dress women african maxi kaftan loose fit boubou resort wear,Black Adire Kaftan Dress for Women | African Maxi Kaftan | Handmade Boho Loose Fit Boubou | Resort Wear | Oversized African dress,6204.42.30.50,6204.42.30.50,62,single_label,1,1,201,1656,6204.32.20.30,Women's (335),6204.32.20.30|6204.62.15.36|6204.62.15.46|6104.19.60.20|6104.19.80.20|6104.22.00.30|3926.90.21.00|6204.62.15.26|6204.62.80.36|6204.62.80.46,,,Women's (336),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear): > Of cotton: > Other > Women's (336)",PENDING,,,
audit-cc-00774,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00774,heart shaped floor mat korean style anti slip soft rug valentines gift,heart shaped floor mat korean anti slip soft rug valentines,Heart-Shaped Floor Mat - Korean Style Anti-Slip Soft Rug Valentines Gift,5702.20.20.00,5702.20.20.00,57,single_label,1,2,201,1734,5702.42.10.00,Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (665),5702.42.10.00|5702.32.10.00|5702.41.10.00|4016.91.00.00|4409.29.06.55|4601.21.80.00|4601.22.80.00|3403.91.10.00|4820.10.20.20|3403.11.20.00,,,Other,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including ""Kelem"", ""Schumacks"", ""Karamanie"" and similar handwoven rugs: > Floor coverings of coconut fibers (coir): > Other",PENDING,,,
audit-cc-01261,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01261,plastic led light diffuser for recessed ceiling lighting fixtures with embedded magnets for mounting,plastic led light diffuser recessed ceiling lighting fixtures embedded magnets mounting,Plastic LED light diffuser for recessed ceiling lighting fixtures with embedded magnets for mounting,9405.92.00.00,9405.92.00.00,94,single_label,1,2,201,1782,8539.51.00.00,Light-emitting diode (LED) modules,8539.51.00.00|8539.31.00.60|8539.52.00.10|9405.42.82.00|9405.41.82.00|9405.21.40.10|8539.52.00.20|9405.31.00.10|9405.11.40.10|9405.21.60.10,,,Of plastics,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included: > Of plastics",PENDING,,,
audit-cc-01951,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01951,"zweigart lugana murano , evenweave embroidery cloth , embroidery fabric, needlework cloth , cross stich evenweave fabric, lugana fabric",zweigart lugana murano evenweave embroidery cloth embroidery fabric needlework cloth cross stich,"32ct ZWEIGART Lugana (Murano), Evenweave Embroidery Cloth , Embroidery Fabric, Needlework Cloth , Cross Stich Evenweave Fabric, Lugana Fabric",5208.33.00.00,5208.33.00.00,52,single_label,1,3,201,2196,5810.92.90.50,On a ground fabric weighing less than 100 g/m² and of a width of more than 225 cm,5810.92.90.50|5810.91.00.10|5810.92.90.80|6005.43.00.20|6005.37.00.20|6005.43.00.10|6308.00.00.10|6308.00.00.20|5806.10.24.00|5805.00.40.10,,,"3-thread or 4-thread twill, including cross twill (317)","Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing not more than 200 g/m²: > 3-thread or 4-thread twill, including cross twill (317)",PENDING,,,
